id,formula,Tc,Time,doi,cif,system,SG_num,SG_syb,density,,,,,,
16708,Ba2Ca1Cr0.2Cu2Hg0.8O6.1,115.00 ,1995,10.1016/0921-4534(95)00022-4,16708,tetragonal,P4/mmm,751.86,6.23,7.71,7.71,12.66,90,90,90
16709,Ba2Ca1Cu2Hg0.8Mo0.2O6.4,127.00 ,1995,10.1016/0921-4534(95)00022-4,16709,tetragonal,P4/mmm,751.86,6.32,7.71,7.71,12.66,90,90,90
16710,Ba2Ca1Cu2Hg0.8W0.2O6.4,118.00 ,1995,10.1016/0921-4534(95)00022-4,16710,tetragonal,P4/mmm,751.86,6.52,7.71,7.71,12.66,90,90,90
16711,Ba2Ca1Cu2Hg0.9W0.1O6.2,118.00 ,1995,10.1016/0921-4534(95)00022-4,15795,tetragonal,P4/mmm,199.11,6.16,3.9,3.9,13.06,90,90,90
16712,Ba2Ca1Cu2Tl2O7,108.00 ,1989,10.1063/1.102286,16712,triclinic,P1,437.41,7.32,3.86,3.86,29.42,90,90,90
16713,Ba2Ca1Cu2Tl2O7.833,112.00 ,1989,10.1103/PhysRevB.40.11400,11826,tetragonal,I4/mmm,229.9,7.07,15.45,15.45,15.45,165.54,165.54,20.51
16714,Ba2Ca1Cu2Tl2O7.876,110.00 ,1989,10.1103/PhysRevB.40.11400,11826,tetragonal,I4/mmm,229.9,7.07,15.45,15.45,15.45,165.54,165.54,20.51
16715,Ba2Ca1Cu2Tl2O7.946,107.00 ,1989,10.1103/PhysRevB.40.11400,11826,tetragonal,I4/mmm,229.9,7.07,15.45,15.45,15.45,165.54,165.54,20.51
16716,Ba2Ca1Cu2Tl2O7.958,107.00 ,1989,10.1103/PhysRevB.40.11400,11826,tetragonal,I4/mmm,229.9,7.07,15.45,15.45,15.45,165.54,165.54,20.51
16717,Ba2Ca1Cu2Tl2O7.978,95.00 ,1989,10.1103/PhysRevB.40.11400,11826,tetragonal,I4/mmm,229.9,7.07,15.45,15.45,15.45,165.54,165.54,20.51
16718,Ba2Ca1Cu2Tl2O7.984,92.00 ,1989,10.1103/PhysRevB.40.11400,11826,tetragonal,I4/mmm,229.9,7.07,15.45,15.45,15.45,165.54,165.54,20.51
16719,Ba2Ca1Cu5La1.5Nd0.5O11.583,79.00 ,2003,10.1016/S0921-4534(03)00937-7,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16720,Ba2Ca1Cu5La1.5Nd0.5O11.872,78.00 ,2001,10.1063/1.1359464,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16721,Ba2Ca2.2Cu3Tl1.8O9.92,112.00 ,1992,10.1016/0921-4534(92)90756-3,16588,tetragonal,I4/mmm,527.7,6.85,3.85,3.85,35.58,90,90,90
16722,Ba2Ca2.3Cu3Tl1.7O9.82,116.00 ,1992,10.1016/0921-4534(92)90756-3,16722,tetragonal,P4mm,1056.49,6.75,3.85,3.85,71.32,90,90,90
16723,Ba2Ca2Cu3Hg0.5Pb0.5O8.45,103.00 ,1995,10.1016/0921-4534(95)00153-0,16723,tetragonal,P4/mmm,468.09,6.28,3.85,3.85,31.65,90,90,90
16724,Ba2Ca2Cu3Hg0.6Pb0.4O8.4,120.00 ,1995,10.1016/0921-4534(95)00153-0,16723,tetragonal,P4/mmm,468.09,6.28,3.85,3.85,31.65,90,90,90
16725,Ba2Ca2Cu3Hg0.7Pb0.3O8.35,130.00 ,1995,10.1016/0921-4534(95)00153-0,16725,tetragonal,P4/mmm,697.37,6.31,3.84,3.84,47.2,90,90,90
16726,Ba2Ca2Cu3Hg0.8Mo0.2O8.4,134.00 ,1995,10.1016/0921-4534(95)00022-4,16726,tetragonal,P4/mmm,697.37,6.04,3.84,3.84,47.2,90,90,90
16727,Ba2Ca2Cu3Hg0.8Nd0.2O8.3,128.00 ,1995,"J.Mater.Chem., 5(1995)701-703",16727,tetragonal,P4/mmm,697.37,6.16,3.84,3.84,47.2,90,90,90
16728,Ba2Ca2Cu3Hg0.8Pb0.2O8.3,125.00 ,1995,10.1016/0921-4534(95)00153-0,16725,tetragonal,P4/mmm,697.37,6.31,3.84,3.84,47.2,90,90,90
16729,Ba2Ca2Cu3Hg0.8V0.2O8.3,127.00 ,1995,10.1016/0921-4534(95)00022-4,16729,tetragonal,P4/mmm,697.37,5.93,3.84,3.84,47.2,90,90,90
16730,Ba2Ca2Cu3Hg0.9Pb0.1O8.25,118.00 ,1995,10.1016/0921-4534(95)00153-0,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16731,Ba2Ca2Cu3Hg1O8.16,101.00 ,1997,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16732,Ba2Ca2Cu3Hg1O8.17,98.00 ,1997,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16733,Ba2Ca2Cu3Hg1O8.18,94.00 ,1995,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16734,Ba2Ca2Cu3Hg1O8.2,105.00 ,1997,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16735,Ba2Ca2Cu3Hg1O8.22,110.00 ,1995,10.1016/0921-4534(95)00153-0,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16736,Ba2Ca2Cu3Hg1O8.25,132.00 ,1997,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16737,Ba2Ca2Cu3Hg1O8.27,135.00 ,1995,10.1103/PhysRevB.51.15407,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16738,Ba2Ca2Cu3Hg1O8.28,118.50 ,1995,10.1002/pssa.2211520216,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16739,Ba2Ca2Cu3Hg1O8.29,135.00 ,1997,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16740,Ba2Ca2Cu3Hg1O8.3,134.00 ,1997,10.1103/PhysRevB.55.6612,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16741,Ba2Ca2Cu3Hg1O8.35,134.00 ,1995,10.1002/pssa.2211520216,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16742,Ba2Ca2Cu3Hg1O8.41,133.00 ,1993,10.1016/0921-4534(93)90328-N,15851,tetragonal,P4/mmm,246.21,5.89,3.89,3.89,16.25,90,90,90
16743,Ba2Ca2Cu3Tl2O9.83,114.00 ,1992,10.1016/0921-4534(92)90756-3,11830,orthorhombic,Imm2,277.71,6.66,3.88,3.89,18.58,83.98,84.01,90
16744,Ba2Ca2Cu3Tl2O9.841,110.00 ,1989,10.1103/PhysRevB.40.11400,11830,orthorhombic,Imm2,277.71,6.66,3.88,3.89,18.58,83.98,84.01,90
16745,Ba2Ca2Cu3Tl2O9.877,111.00 ,1989,10.1103/PhysRevB.40.11400,11830,orthorhombic,Imm2,277.71,6.66,3.88,3.89,18.58,83.98,84.01,90
16746,Ba2Ca2Cu3Tl2O9.964,112.00 ,1989,10.1103/PhysRevB.40.11400,11830,orthorhombic,Imm2,277.71,6.66,3.88,3.89,18.58,83.98,84.01,90
16747,Ba2Ca3Cu4Tl1.4O11.4,118.00 ,1992,10.1016/0921-4534(92)90444-H,16747,triclinic,P1,1245.76,6.09,3.85,3.85,84.1,90,90,90
16748,Ba2Co0.02Cu2.98Y1O6.9,93.40 ,,,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16749,Ba2Co0.05Cu2.95Y1O6.92,94.30 ,1988,10.1103/PhysRevB.37.7458,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16750,Ba2Co0.05Cu2.95Y1O6.88,91.20 ,1988,10.1103/PhysRevB.37.7458,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16751,Ba2Co0.075Cu2.925Y1O6.97,92.00 ,1988,10.1103/PhysRevB.38.2432,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16752,Ba2Co0.159Cu2.841Y1O6.8,54.00 ,1988,10.1016/0038-1098(88)90343-2,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16753,Ba2Co0.15Cu2.85Y1O6.92,71.00 ,1992,10.1016/0921-4534(92)90320-C,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16754,Ba2Co0.1Cu2.9Y1O6.82,73.00 ,1988,10.1103/PhysRevB.37.7458,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16755,Ba2Co0.1Cu2.9Y1O6.89,55.30 ,1989,10.1016/0921-4534(89)90116-0,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16756,Ba2Co0.225Cu2.775Y1O6.99,58.00 ,1988,10.1103/PhysRevB.38.2432,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16757,Ba2Co0.24Cu2.76Y1O6.999,50.70 ,2004,10.1103/PhysRevB.69.094506,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16758,Ba2Co0.2Cu2.8Y1O6.83,53.00 ,1988,10.1103/PhysRevB.37.7458,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16759,Ba2Co0.3Cu2.7Y1O6.93,16.90 ,1989,10.1016/0921-4534(89)90116-0,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16760,Ba2Co0.3Cu2.7Y1O6.88,22.00 ,1988,10.1103/PhysRevB.37.7458,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16761,Ba2Co0.25Cu2.75Y1O7.06,66.20 ,1995,"Fizika tverdogo tela, 37(1995)1990-2001",16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16762,Ba2Co0.3Cu2.7Y1O7.11,36.00 ,1988,10.1103/PhysRevB.38.2432,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16763,Ba2Co0.04Cu2.96Y1O7,91.50 ,2004,10.1103/PhysRevB.69.094506,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16764,Ba2Co0.06Cu2.94Y1O7,78.30 ,2004,10.1103/PhysRevB.69.094506,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16765,Ba2Co0.11Cu2.89Y1O7,64.00 ,1989,10.1016/0038-1098(89)90885-5,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16766,Ba2Co0.18Cu2.82Y1O7,46.00 ,1989,10.1016/0038-1098(89)90885-5,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16767,Ba2Co0.15Cu2.85Y1O7.03,65.00 ,1988,10.1103/PhysRevB.38.2432,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16768,Ba2Co0.18Cu2.82Y1O7,46.00 ,1989,10.1016/0038-1098(89)90885-5,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16769,Ba2Co0.21Cu2.79Y1O7,22.00 ,1995,10.1016/0921-4534(95)80021-2,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16770,Ba2Co0.2Cu2.8Y1O7.04,53.00 ,1988,10.1103/PhysRevB.37.5932,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16771,Ba2Co0.36Cu2.64Y1O7.03,22.00 ,2004,10.1103/PhysRevB.69.094506,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16772,Ba2Co0.4Cu2.6Y1O7.03,11.30 ,1996,10.1063/1.362900,16530,triclinic,P1,706,6.08,7.76,7.76,11.73,90,90,90
16773,Ba2Cs0.05Cu3Y0.95O6.61,92.45 ,1994,10.1143/JJAP.33.L219,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16774,Ba2Cs0.1Cu3Y0.9O6.47,91.30 ,1994,10.1143/JJAP.33.L219,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16775,Ba2Cu0.97Hg1Zn0.03O4.027,28.00 ,2002,10.1103/PhysRevB.65.104505,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16776,Ba2Cu0.97Hg1Zn0.03O4.063,75.00 ,2002,10.1103/PhysRevB.65.104505,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16777,Ba2Cu0.97Hg1Zn0.03O4.052,69.00 ,2002,10.1103/PhysRevB.65.104505,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16778,Ba2Cu0.97Hg1Zn0.03O4.073,82.00 ,2002,10.1103/PhysRevB.65.104505,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16779,Ba2Cu1Hg0.85Re0.15O4.49,93.70 ,2000,10.1103/PhysRevB.62.4148,16779,tetragonal,P4/mmm,1147.39,6.99,7.76,7.76,19.05,90,90,90
16780,Ba2Cu1Hg0.85Re0.15O4.52,94.80 ,2000,10.1103/PhysRevB.62.4148,16779,tetragonal,P4/mmm,1147.39,6.99,7.76,7.76,19.05,90,90,90
16781,Ba2Cu1Hg0.85Re0.15O4.525,96.30 ,2001,10.1103/PhysRevB.63.014508,16779,tetragonal,P4/mmm,1147.39,6.99,7.76,7.76,19.05,90,90,90
16782,Ba2Cu1Hg0.85Re0.15O4.53,96.30 ,2000,10.1103/PhysRevB.62.4148,16779,tetragonal,P4/mmm,1147.39,6.99,7.76,7.76,19.05,90,90,90
16783,Ba2Cu1Hg0.85Re0.15O4.55,93.70 ,2000,10.1103/PhysRevB.62.4148,16775,tetragonal,P4/mmm,143.42,7.01,3.88,3.88,9.53,90,90,90
16784,Ba2Cu1Hg0.85Re0.15O4.58,35.00 ,2001,10.1103/PhysRevB.63.014508,16775,tetragonal,P4/mmm,143.42,7.01,3.88,3.88,9.53,90,90,90
16785,Ba2Cu1Hg0.95Re0.05O4.37,96.00 ,2001,10.1103/PhysRevB.63.014508,16775,tetragonal,P4/mmm,143.42,7.01,3.88,3.88,9.53,90,90,90
16786,Ba2Cu1Hg0.95Re0.05O4.372,97.00 ,2001,10.1103/PhysRevB.63.014508,16775,tetragonal,P4/mmm,143.42,7.01,3.88,3.88,9.53,90,90,90
16787,Ba2Cu1Hg0.9Re0.1O4.33,87.20 ,2000,10.1103/PhysRevB.62.4148,16775,tetragonal,P4/mmm,143.42,7.01,3.88,3.88,9.53,90,90,90
16788,Ba2Cu1Hg0.9Re0.1O4.42,95.00 ,2001,10.1103/PhysRevB.63.014508,16779,tetragonal,P4/mmm,1147.39,6.99,7.76,7.76,19.05,90,90,90
16789,Ba2Cu1Hg0.9Re0.1O4.425,96.80 ,2001,10.1103/PhysRevB.63.014508,16779,tetragonal,P4/mmm,1147.39,6.99,7.76,7.76,19.05,90,90,90
16790,Ba2Cu1Hg1O4.27,91.00 ,1995,10.1103/PhysRevB.52.6854,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16791,Ba2Cu1Hg0.9Mo0.1O4.2,75.00 ,1995,10.1016/0921-4534(95)00022-4,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16792,Ba2Cu1Hg0.8Mo0.2O4.4,74.00 ,1995,10.1016/0921-4534(95)00022-4,16792,tetragonal,P4/mmm,573.69,6.7,7.76,7.76,9.53,90,90,90
16793,Ba2Cu1Hg0.8Nd0.2O4.3,77.00 ,1995,10.1039/JM9950500701,16793,tetragonal,P4/mmm,573.69,6.84,7.76,7.76,9.53,90,90,90
16794,Ba2Cu1Hg0.8V0.2O4.3,96.00 ,1995,10.1016/0921-4534(95)00022-4,16794,tetragonal,P4/mmm,573.69,6.57,7.76,7.76,9.53,90,90,90
16795,Ba2Cu1Hg0.8W0.2O4.4,45.00 ,1995,10.1016/0921-4534(95)00022-4,16795,tetragonal,P4/mmm,573.69,6.96,7.76,7.76,9.53,90,90,90
16796,Ba2Cu1Hg0.9W0.1O4.2,89.00 ,1995,10.1016/0921-4534(95)00022-4,15779,tetragonal,P4/mmm,152.07,6.58,3.93,3.93,9.83,90,90,90
16797,Ba2Cu1Hg0.75Mo0.25O4.51,40.00 ,1999,10.1016/S0921-4534(99)00530-4,16792,tetragonal,P4/mmm,573.69,6.7,7.76,7.76,9.53,90,90,90
16798,Ba2Cu1Hg0.75Mo0.25O4.59,12.00 ,1999,10.1016/S0921-4534(99)00530-4,16798,tetragonal,P4/mmm,569.67,6.76,7.74,7.74,9.5,90,90,90
16799,Ba2Cu1.2Tl1.75O5.98,26.00 ,1995,10.1103/PhysRevB.51.12759,16799,tetragonal,I4/mmm,348.75,7.95,3.87,3.87,23.27,90,90,90
16800,Ba2Cu1.11Tl1.89O6.18,49.00 ,1995,10.1103/PhysRevB.51.12747,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16801,Ba2Cr0.2Cu2.8Y1O7,87.50 ,1995,,16616,orthorhombic,Pmm2,695.33,6.34,7.65,7.78,11.68,90,90,90
16802,Ba2Cu1Tl2O5.876,87.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16803,Ba2Cu1Tl2O5.912,82.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16804,Ba2Cu1Tl2O5.929,70.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16805,Ba2Cu1Tl2O5.94,58.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16806,Ba2Cu1Tl2O5.943,56.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16807,Ba2Cu1Tl2O5.947,50.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16808,Ba2Cu1Tl2O5.957,38.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16809,Ba2Cu1Tl2O5.963,53.00 ,1989,,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16810,Ba2Cu1Tl2O5.989,10.00 ,1989,10.1103/PhysRevB.40.11400,15794,orthorhombic,Cmce,368.04,7.61,12.28,12.28,5.59,90,90,154.11
16811,Ba2Cu2.3Fe0.7Y1O7.484,60.00 ,2005,10.1103/PhysRevB.71.104503,16811,triclinic,P1,1058.22,6.22,3.88,3.88,70.33,90,90,90
16812,Ba2Cu2.4Fe0.6Y1O7.453,62.00 ,2005,10.1103/PhysRevB.71.104503,16811,triclinic,P1,1058.22,6.22,3.88,3.88,70.33,90,90,90
16813,Ba2Cu2.5Fe0.5Y1O7.35,80.00 ,2004,10.1103/PhysRevB.69.014507,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16814,Ba2Cu2.5Fe0.5Y1O7.41,80.00 ,2004,10.1016/j.physc.2004.06.002,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16815,Ba2Cu2.5Fe0.5Y1O7.413,80.00 ,2005,10.1103/PhysRevB.71.104503,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16816,Ba2Cu2.5Ni0.5Y1O7,52.00 ,1988,10.1103/PhysRevB.38.893,16816,orthorhombic,Pmm2,356.95,6.18,3.84,3.93,23.65,90,90,90
16817,Ba2Cu2.64Fe0.36Y1O7,32.00 ,1989,,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16818,Ba2Cu2.64Fe0.36Y1O7.12,32.00 ,1990,10.1016/0921-4534(89)90113-5,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16819,Ba2Cu2.68Fe0.32Y1O6.999,26.00 ,2005,10.1103/PhysRevB.71.104503,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16820,Ba2Cu2.68Fe0.32Y1O7.343,82.00 ,2005,10.1103/PhysRevB.71.104503,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16821,Ba2Cu2.6Fe0.4Y1O7,31.00 ,1988,10.1103/PhysRevB.71.104503,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16822,Ba2Cu2.6Fe0.4Y1O7.401,82.00 ,2005,10.1103/PhysRevB.71.104503,16813,triclinic,P1,1058.22,6.24,3.88,3.88,70.33,90,90,90
16823,Ba2Cu2.73Fe0.27Y1O7.1,69.00 ,1989,10.1103/PhysRevB.39.225,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16824,Ba2Cu2.745Fe0.255Y1O7.08,53.00 ,1990,10.1016/0921-4534(91)90012-N,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16825,Ba2Cu2.74Fe0.26Y1O7,55.60 ,1993,10.1103/PhysRevB.48.9803,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16826,Ba2Cu2.7Fe0.3Y1O7.1,69.00 ,1989,10.1103/PhysRevB.40.6739,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16827,Ba2Cu2.7Fe0.3Y1O7.1,69.00 ,1989,10.1103/PhysRevB.40.6739,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16828,Ba2Cu2.7Fe0.3Y1O7.15,36.00 ,1989,10.1103/PhysRevB.39.6667,16819,triclinic,P1,1058.22,6.25,3.88,3.88,70.33,90,90,90
16829,Ba2Cu2.7Fe0.3Pr0.2Y0.8O7.1,25.00 ,1989,10.1103/PhysRevB.40.6739,16811,triclinic,P1,1058.22,6.22,3.88,3.88,70.33,90,90,90
16830,Ba2Cu2.72Ni0.28Y1O7,51.00 ,1989,10.1016/0038-1098(89)90885-5,16830,orthorhombic,Pmm2,693.07,6.37,7.64,7.77,11.67,90,90,90
16831,Ba2Cu2.76Ni0.24Y1O7,71.50 ,1993,10.1103/PhysRevB.48.9803,16830,orthorhombic,Pmm2,693.07,6.37,7.64,7.77,11.67,90,90,90
16832,Ba2Cu2.775Y1Zn0.225O6.93,25.00 ,1993,10.1103/PhysRevB.48.1266,16629,monoclinic,P1m1,695.85,6.33,7.65,7.78,11.69,90,90,90
16833,Ba2Cu2.79Y1Zn0.21O6.95,20.00 ,1995,10.1103/PhysRevB.51.15653,16629,monoclinic,P1m1,695.85,6.33,7.65,7.78,11.69,90,90,90
16834,Ba2Cu2.79Y1Zn0.21O6.97,14.00 ,1990,10.1016/0921-4534(90)90328-C,16629,monoclinic,P1m1,695.85,6.33,7.65,7.78,11.69,90,90,90
16835,Ba2Cu2.7Ga0.3Y1O6.93,75.00 ,1990,10.1016/0921-4534(90)90251-9,16835,orthorhombic,Pmm2,535.43,6.22,3.84,3.93,35.47,90,90,90
16836,Ba2Cu2.7In0.3Y1O6.9,90.00 ,1993,10.1016/0038-1098(93)90914-9,16836,orthorhombic,Pmm2,535.43,6.36,3.84,3.93,35.47,90,90,90
16837,Ba2Cu2.7Ni0.3Y1O6.88,73.00 ,1988,10.1103/PhysRevB.38.2432,16830,orthorhombic,Pmm2,693.07,6.37,7.64,7.77,11.67,90,90,90
16838,Ba2Cu2.7Y1Zn0.3O6.74,45.00 ,1988,10.1103/PhysRevB.37.7458,16629,monoclinic,P1m1,695.85,6.33,7.65,7.78,11.69,90,90,90
16839,Ba2Cu2.7Y1Zn0.3O6.92,47.00 ,1989,10.1016/0038-1098(89)90882-X,16629,monoclinic,P1m1,695.85,6.33,7.65,7.78,11.69,90,90,90
16840,Ba2Cu2.82Er1Ni0.18O7,65.00 ,1991,10.1016/0921-4534(91)90269-5,16840,orthorhombic,Pmm2,1370.81,7.21,7.62,7.75,23.2,90,90,90
16841,Ba2Cu2.82Fe0.18Y1O6.895,88.00 ,1993,10.1016/0921-4534(93)90166-N,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16842,Ba2Cu2.82Fe0.18Y1O6.95,76.00 ,1993,10.1016/0921-4534(93)90166-N,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16843,Ba2Cu2.82Fe0.18Y1O7,74.00 ,1989,10.1016/0921-4534(89)90113-5,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16844,Ba2Cu2.82Ni0.18Y1O7,68.00 ,1995,10.1103/PhysRevB.51.9193,16830,orthorhombic,Pmm2,693.07,6.37,7.64,7.77,11.67,90,90,90
16845,Ba2Cu2.835Fe0.165Y1O6.98,69.30 ,1990,10.1103/PhysRevB.51.9193,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16846,Ba2Cu2.844Fe0.156Y1O7,57.00 ,1988,10.1016/0038-1098(88)90343-2,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16847,Ba2Cu2.84Fe0.16Y1O6.959,53.00 ,2005,10.1103/PhysRevB.71.104503,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16848,Ba2Cu2.84Fe0.16Y1O7.303,85.00 ,2005,10.1103/PhysRevB.71.104503,16841,orthorhombic,Pmm2,1427.8,6.17,7.69,7.85,23.65,90,90,90
16849,Ba2Cu2.85Fe0.15Y1O7,51.00 ,1987,10.1103/PhysRevB.36.3923,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16850,Ba2Cu2.85Fe0.15Y1O7.02,76.00 ,1991,10.1103/PhysRevB.44.4526,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16851,Ba2Cu2.85Ni0.15Y1O6.78,41.00 ,1990,10.1016/0921-4534(90)90328-C,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16852,Ba2Cu2.85Ni0.15Y1O6.84,75.00 ,1988,10.1103/PhysRevB.38.2432,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16853,Ba2Cu2.85Ni0.15Y1O6.9,73.00 ,1990,10.1016/0921-4534(90)90328-C,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16854,Ba2Cu2.85Ni0.15Y1O6.97,77.00 ,1990,10.1016/0921-4534(90)90328-C,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16855,Ba2Cu2.85Re0.15Y1O7.07,92.00 ,2001,10.1016/S0921-4534(01)00078-8,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16856,Ba2Cu2.85Re0.15Y1O7.13,90.00 ,2001,10.1016/S0921-4534(01)00078-8,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
16857,Ba2Cu2.85Re0.15Y1O7.17,91.00 ,2001,10.1016/S0921-4534(01)00078-8,15791,orthorhombic,Pmmm,178.48,6.2,3.84,3.93,11.82,90,90,90
